file_path,dir,file_size,id,title,type,status,author,reviewed_by,confidence,trust_level,source_refs_count,source_refs_has_theme,domain_list,tags_count,related_count,created_at,updated_at,issues
30_wiki/cases/case-essence-humanity-trap.md,cases,3471,case-essence-humanity-trap,案例：招聘/股权/激励专家都把本质归为‘人性’——解释性本质的陷阱,case,enriched,老顽童,老顽童,0.85,high,1,False,"yitang, modeling, essence",4,3,2026-06-14,2026-06-14,
30_wiki/cases/case-ether-online-acquisition.md,cases,1545,case-ether-online-acquisition,案例：以太利用全网调研能力快速获客,case,draft,legacy,pending,,,1,False,,15,0,2026-06-06,2026-06-06,draft;no-confidence;no-trust-level
30_wiki/cases/case-five-step-fake-vs-real-barriers.md,cases,10055,case-five-step-fake-vs-real-barriers,案例：五步法中识别真壁垒和假壁垒,case,enriched,legacy,黄药师（Builder体验Producer）,0.85,,3,False,yitang,3,0,2026-06-11,,high-conf-low-trust;high-conf-no-trust;no-trust-level
30_wiki/cases/case-five-step-growth-first-lever.md,cases,9341,case-five-step-growth-first-lever,案例：五步法中从产品内核到增长的第一次跨越,case,enriched,legacy,黄药师（Builder体验Producer）,0.85,,2,False,yitang,3,0,2026-06-11,,high-conf-low-trust;high-conf-no-trust;no-trust-level
30_wiki/cases/case-gudong-tea-shop-foresight.md,cases,4987,case-gudong-tea-shop-foresight,古董奶茶店：五层筛选的加法减法实战,case,enriched,legacy,"['黄药师', 'laowantong']",0.9,,2,False,yitang,2,0,2026-06-11,,high-conf-low-trust;high-conf-no-trust;no-trust-level
30_wiki/cases/case-gym-membership-formula.md,cases,5206,case-gym-membership-formula,线下连锁健身：把“到店频率”变成“到店习惯”才是续卡率抓手,case,enriched,孔阳,老顽童,0.88,high,3,False,"yitang, business-strategy",5,4,2026-06-15,2026-06-15,
30_wiki/cases/case-jh-yitang-vs-sqlhelper.md,cases,4485,case-jh-yitang-vs-sqlhelper,一堂数据库vs SQLHelper：同样的需求，两种产品策略——专业与通用的产品分岐,case,draft,legacy,pending,,,2,False,ai-saas,0,0,2026-06-09,2026-06-10,draft;no-confidence;no-trust-level
30_wiki/cases/case-livestream-sop-modeling.md,cases,4968,case-livestream-sop-modeling,案例：直播前热身 SOP 建模,case,enriched,老顽童,老顽童,0.75,medium,2,False,"yitang, product, execution",5,4,2026-06-14,2026-06-14,
30_wiki/cases/case-milktea-five-step.md,cases,8733,case-milktea-five-step,奶茶店五步法：从九死一生到十年百店的科学创业之路,case,reviewed,legacy,pending,,,2,False,"product, yitang",3,2,2026-06-11,2026-06-11,no-confidence;no-trust-level
30_wiki/cases/case-nine-pm-livestream-survey.md,cases,2756,case-nine-pm-livestream-survey,案例：一堂直播时间为什么是 21:00——三次用户调研的多数人选,case,enriched,老顽童,老顽童,0.85,high,1,False,"yitang, modeling, user-research",4,2,2026-06-14,2026-06-14,
30_wiki/cases/case-offline-catering-formula.md,cases,4906,case-offline-catering-formula,线下连锁餐饮：同店增长 30% 的盲区在会员复购与场景绑定,case,enriched,孔阳,老顽童,0.88,high,3,False,"yitang, business-strategy",5,4,2026-06-15,2026-06-15,
30_wiki/cases/case-personal-map-modeling.md,cases,6078,case-personal-map-modeling,案例：一堂个人地图的完整建模过程,case,enriched,老顽童,老顽童,0.85,high,1,False,"yitang, personal-growth, modeling",5,5,2026-06-14,2026-06-14,
30_wiki/cases/case-private-domain-ecommerce-formula.md,cases,5243,case-private-domain-ecommerce-formula,私域电商 10W 人社群：从“拉人发广告”到“信任 × 用户升级路径”,case,enriched,孔阳,老顽童,0.9,high,3,False,"yitang, e-commerce, business-strategy",5,4,2026-06-15,2026-06-15,
30_wiki/cases/case-saas-renewal-formula.md,cases,5027,case-saas-renewal-formula,ToB 企业培训 SaaS：续费率 50%→80% 不是靠催费，而是让客户“用起来”,case,enriched,孔阳,老顽童,0.9,high,3,False,"yitang, ai-saas, business-strategy",5,4,2026-06-15,2026-06-15,
30_wiki/cases/case-shampoo-product-kernel.md,cases,8249,case-shampoo-product-kernel,洗发水产品内核：从卖点混淆到内核清晰的产品定义案例,case,reviewed,legacy,pending,,,2,False,"product, yitang",3,2,2026-06-11,2026-06-11,no-confidence;no-trust-level
30_wiki/cases/case-thousand-people-square.md,cases,3205,case-thousand-people-square,案例：一堂‘千人广场模型’——用统计建模心态做课,case,enriched,老顽童,老顽童,0.85,high,1,False,"yitang, modeling, education",4,3,2026-06-14,2026-06-14,
30_wiki/cases/case-toc-ecommerce-formula-misjudgment.md,cases,7241,case-toc-ecommerce-formula-misjudgment,ToC 消费品电商：业务公式拆解误判导致放量亏损,case,enriched,孔阳,老顽童,0.88,high,3,False,"yitang, e-commerce, business-strategy",5,5,2026-06-14,2026-06-14,
30_wiki/cases/case-toy-cabinet-barrier.md,cases,5965,case-toy-cabinet-barrier,案例：线下玩具柜的壁垒困局与突围路径,case,reviewed,legacy,周伯通,0.85,medium,2,False,yitang,3,0,2026-06-11,2026-06-11,high-conf-low-trust
30_wiki/cases/case-toy-cabinet-business-model.md,cases,4870,case-toy-cabinet-business-model,案例：线下玩具柜商业模式,case,reviewed,legacy,老顷童（精修）,0.85,medium,2,False,yitang,2,0,2026-06-10,2026-06-10,high-conf-low-trust
30_wiki/cases/case-treadmill-demand-analysis.md,cases,9090,case-treadmill-demand-analysis,跑步机需求分析：在家健身场景的需求拆解与替代方案博弈,case,reviewed,legacy,pending,,,2,False,"product, yitang",3,2,2026-06-11,2026-06-11,no-confidence;no-trust-level
30_wiki/cases/case-truman-ai-partner.md,cases,4001,case-truman-ai-partner,案例：Truman AI Partner（阿蕊老师）——从十年笔记到可售卖的 Agent,case,draft,legacy,pending,,,4,False,"agent-infrastructure, yitang",17,3,2026-06-07,2026-06-07,draft;no-confidence;no-trust-level
30_wiki/cases/case-truman-ai-skill-engineering-guide.md,cases,4590,case-truman-ai-skill-engineering-guide,案例：Truman 如何用 3 小时做出高阶 AI Skill 工程指南,case,enriched,老顽童,老顽童,0.85,high,1,False,"yitang, ai-collaboration, skill-engineering",5,4,2026-06-14,2026-06-14,
30_wiki/cases/case-truman-ai-skill-self-packaging.md,cases,4506,case-truman-ai-skill-self-packaging,AI 自复盘自封装：Truman 的 design case 技能是如何让 AI 自己包装出来的,case,enriched,黄药师（基于 Truman 口述提取）,黄药师,0.88,high,1,False,"yitang, ai-collaboration",4,4,2026-06-14,,
30_wiki/cases/case-truman-livestream-sop-iteration.md,cases,4372,case-truman-livestream-sop-iteration,一堂直播 SOP 三年迭代：从 0 到 50 条的迭代递归深挖法,case,enriched,黄药师（基于 Truman 口述提取）,黄药师,0.9,high,2,False,"yitang, product",5,4,2026-06-14,,
30_wiki/cases/case-truman-motivation-map-12-versions.md,cases,1625,case-truman-motivation-map-12-versions,动机地图12版迭代：先观察再设计——Truman的用户行为驱动迭代法,case,draft,legacy,pending,,,1,False,"product-design, yitang",0,1,2026-06-09,,draft;no-confidence;no-trust-level
30_wiki/cases/case-truman-personal-growth-map-creation.md,cases,4493,case-truman-personal-growth-map-creation,Truman 个人地图创作全历程：从模糊想法到四格天花板,case,enriched,黄药师（基于 Truman 口述提取）,黄药师,0.9,high,1,False,"yitang, product",5,5,2026-06-14,,
30_wiki/cases/case-truman-poker-deck-roi.md,cases,2446,case-truman-poker-deck-roi,扑克牌案例：同样的任务，两个同学评估结果截然相反,case,draft,legacy,pending,,,1,False,yitang,0,1,2026-06-09,,draft;no-confidence;no-trust-level
30_wiki/cases/case-truman-prd-checklist-evolution.md,cases,5154,case-truman-prd-checklist-evolution,Truman的PRD清单进化：从被领导反复打回到'不再二错'——半年赶上三四年PM水平,case,draft,legacy,pending,,,1,False,"yitang, personal-growth",0,4,2026-06-09,2026-06-09,draft;no-confidence;no-trust-level
30_wiki/cases/case-truman-yitang-foresight.md,cases,6088,case-truman-yitang-foresight,Truman一堂：市场扫描→六方向→Plan ABC试错,case,enriched,legacy,"['黄药师', 'laowantong']",0.9,,2,False,yitang,2,0,2026-06-11,,high-conf-low-trust;high-conf-no-trust;no-trust-level
30_wiki/cases/case-unit-model-gashapon.md,cases,6672,case-unit-model-gashapon,案例：扭蛋机/抓娃娃机的单元模型段位进阶,case,reviewed,legacy,老顽童,0.85,medium,2,False,yitang,4,0,2026-06-11,2026-06-11,high-conf-low-trust
30_wiki/cases/case-xiaolong-ecommerce-foresight.md,cases,4570,case-xiaolong-ecommerce-foresight,小龙电商：四层剥离——从服装到正装裤,case,enriched,legacy,"['黄药师', 'laowantong']",0.9,,2,False,yitang,2,0,2026-06-11,,high-conf-low-trust;high-conf-no-trust;no-trust-level
30_wiki/cases/case-yitang-education-supply-chain.md,cases,3492,case-yitang-education-supply-chain,案例：一堂是‘教育供应链创新公司’——从真实实践里种菜、摘菜、炒菜,case,enriched,老顽童,老顽童,0.85,high,1,False,"yitang, modeling, education",4,3,2026-06-14,2026-06-14,
30_wiki/cases/case-yitang-radar-chart-selection.md,cases,3514,case-yitang-radar-chart-selection,案例：一堂雷达图评选机制——从 Truman 拍板到‘只聊模型不聊结果’,case,enriched,老顽童,老顽童,0.85,high,1,False,"yitang, modeling, decision-making",5,3,2026-06-14,2026-06-14,
30_wiki/cases/case-zhangyang-anchor-sop-three-locks.md,cases,2692,case-zhangyang-anchor-sop-three-locks,案例：张扬主播 SOP 三层锁——把执行率从 50% 拉到近 100%,case,enriched,老顽童,老顽童,0.85,high,1,False,"yitang, modeling, execution",5,3,2026-06-14,2026-06-14,
30_wiki/cases/case-zhihu-vs-degetao-network-effect.md,cases,7183,case-zhihu-vs-degetao-network-effect,案例：知乎vs得到——网络效应壁垒的对比分析,case,reviewed,legacy,周伯通,0.85,medium,1,False,yitang,3,0,2026-06-11,2026-06-11,high-conf-low-trust
30_wiki/cases/case-一堂-AI高考志愿-kernel-mismatch.md,cases,4488,case-一堂-AI高考志愿-kernel-mismatch,案例：AI高考志愿填报产品因内核错位而失敗,case,draft,legacy,pending,,,1,False,"yitang, product-strategy",4,3,2026-06-08,2026-06-09,draft;no-confidence;no-trust-level
30_wiki/cases/case-一堂-无人餐厅-hypothesis-failure.md,cases,4343,case-一堂-无人餐厅-hypothesis-failure,案例：一堂无人餐厅项目因忽视关键假设而失败,case,draft,legacy,pending,,,1,False,"yitang, business-strategy",4,3,2026-06-08,2026-06-09,draft;no-confidence;no-trust-level
30_wiki/cases/case-一堂-陈贤敏汉堡-hypothesis-validation.md,cases,4308,case-一堂-陈贤敏汉堡-hypothesis-validation,案例：陈贤敏中式汉堡先开实验店验证关键假设,case,draft,legacy,pending,,,1,False,"yitang, business-strategy",4,3,2026-06-08,2026-06-09,draft;no-confidence;no-trust-level
30_wiki/cases/case-半肥猫-conversion-hacker-skill.md,cases,4004,case-半肥猫-conversion-hacker-skill,案例：一堂转化率黑客课→Skill ——从拿到资料到测试通过的完整历程,case,draft,legacy,pending,,,1,False,"ai-collaboration, yitang",11,5,2026-06-07,2026-06-07,draft;no-confidence;no-trust-level
30_wiki/cases/case-半肥猫-course-to-skill.md,cases,8654,case-半肥猫-course-to-skill,案例：半肥猫的课程转 Skill 八步法——从一堂转化率课程到可验证的 AI 工具,case,draft,legacy,pending,,,2,False,"skill-engineering, yitang",19,3,2026-06-08,2026-06-08,draft;no-confidence;no-trust-level
30_wiki/cases/case-半肥猫-from-assignment-to-tool.md,cases,4192,case-半肥猫-from-assignment-to-tool,案例：半肥猫把一堂课程作业变成可复用调研工具,case,draft,legacy,pending,,,1,False,"ai-collaboration, yitang",5,3,2026-06-08,2026-06-08,draft;no-confidence;no-trust-level
30_wiki/cases/case-半肥猫-skill-ab-test.md,cases,4930,case-半肥猫-skill-ab-test,案例：Skill A/B 测试——用 Skill vs 不用 Skill 的 12 维度对比,case,draft,legacy,pending,,,1,False,"ai-collaboration, yitang",7,5,2026-06-07,2026-06-07,draft;no-confidence;no-trust-level
30_wiki/cases/case-广冷电子-hx-smj.md,cases,4493,case-广冷电子-hx-smj,案例：广冷电子 HX-SMJ 红外光栅项目——从文件混乱到可投产基线,case,draft,legacy,pending,,,2,False,"electronics, hardware-debugging",3,4,2026-06-09,2026-06-09,draft;no-confidence;no-trust-level
30_wiki/cases/case-纪浩-ai-workspace-chaos.md,cases,5617,case-纪浩-ai-workspace-chaos,案例：AI工作空间混乱导致'行为退化'而重来,case,draft,legacy,pending,,,1,False,"ai-collaboration, yitang",4,2,2026-06-09,2026-06-09,draft;no-confidence;no-trust-level
30_wiki/cases/case-纪浩-focus-prompt-design.md,cases,5564,case-纪浩-focus-prompt-design,案例：纪浩的 AI 协作产品设计——从 S1 设计冻结到 S7 实现交接,case,draft,legacy,pending,,,4,False,"prompt-engineering, yitang",20,2,2026-06-07,2026-06-07,draft;no-confidence;no-trust-level
30_wiki/cases/case-纪浩-from-zip-to-five-layers.md,cases,5221,case-纪浩-from-zip-to-five-layers,纪浩：从微信传 zip 到五层协作体系,case,draft,legacy,pending,,,2,False,"ai-collaboration, yitang",5,6,2026-06-08,2026-06-08,draft;no-confidence;no-trust-level
30_wiki/cases/case-纪浩-skill-market-problem-validation.md,cases,5292,case-纪浩-skill-market-problem-validation,案例：一堂Skill市场从伪需求到真实需求的四问验证,case,draft,legacy,pending,,,1,False,"ai-collaboration, yitang",4,3,2026-06-09,2026-06-09,draft;no-confidence;no-trust-level
30_wiki/cases/case-纪浩-skills-market.md,cases,3930,case-纪浩-skills-market,案例：一堂内部 Skills 分发平台——从微信传 zip 到 Agent 自助,case,draft,legacy,pending,,,1,False,"agent-infrastructure, yitang",15,1,2026-06-07,2026-06-07,draft;no-confidence;no-trust-level
30_wiki/cases/case-纪浩-ui-design-constraint-evolution.md,cases,5339,case-纪浩-ui-design-constraint-evolution,案例：纪浩从'求你了'到1100行约束文档的UI设计迭代,case,draft,legacy,pending,,,1,False,"ai-collaboration, yitang",4,3,2026-06-09,2026-06-09,draft;no-confidence;no-trust-level
30_wiki/cases/industrial-ai-ops-cases.md,cases,10441,industrial-ai-ops-cases,产业 AI 运营落地：酒店/房产/电商三大案例的去伪存真,case,enriched,王语嫣,老顽童,0.82,medium-high,3,False,"ai, ai-saas, entrepreneur",4,3,2026-06-14,2026-06-14,
30_wiki/cases/smart-medicine-cabinet-clinic-risk-observation.md,cases,13039,smart-medicine-cabinet-clinic-risk-observation,诊所 + 智能药柜协同模式：一线观察与风险提示,case,enriched,王语嫣,老顽童,0.65,low,11,False,"healthcare, pharmaceutical-retail, policy-compliance, risk-warning",1,8,2026-06-14,2026-06-14,
30_wiki/concepts/2026-05-17-深夜感想.md,concepts,2080,2026-05-17-深夜感想,2026-05-17 深夜感想,concept,enriched,legacy,pending,,,1,False,ai-saas,1,0,2026-05-21,2026-05-22,no-confidence;no-trust-level
30_wiki/concepts/ai-collaboration-mindset-shift.md,concepts,5476,ai-collaboration-mindset-shift,,concept,draft,legacy,,,,1,False,,9,3,2026-06-15,,no-title;draft;no-reviewer;no-confidence;no-trust-level
30_wiki/concepts/ai-hackathon-pitches.md,concepts,20596,ai-hackathon-pitches,AI 大航海项目路演：主题综合知识卡,concept,enriched,王语嫣,老顽童,0.65,medium,11,False,"ai, entrepreneur, product",3,8,2026-06-14,2026-06-14T16:09:18+00:00,
30_wiki/concepts/ai-landing-scene-selection.md,concepts,5525,ai-landing-scene-selection,,concept,draft,legacy,,,,1,False,,6,3,2026-06-15,,no-title;draft;no-reviewer;no-confidence;no-trust-level
30_wiki/concepts/ai-learning-closed-loop.md,concepts,7432,ai-learning-closed-loop,,concept,draft,legacy,,,,1,False,,10,3,2026-06-15,,no-title;draft;no-reviewer;no-confidence;no-trust-level
30_wiki/concepts/ai-native-im-multi-agent.md,concepts,7266,ai-native-im-multi-agent,AI 原生 IM：让 Agent 成为一等公民的协作基础设施,concept,enriched,王语嫣,老顽童,0.85,medium-high,1,False,"ai, product, ai-collaboration",4,3,2026-06-14,2026-06-14,high-conf-low-trust
30_wiki/concepts/ai-native-五层进阶从答案到效率到作品到产品到系统.md,concepts,8188,ai-native-五层进阶从答案到效率到作品到产品到系统,“AI Native 五层进阶：从答案，到效率，到作品，到产品，到系统”,“framework”,“enriched”,legacy,pending,,,1,False,ai-saas,6,3,“2026-05-23T17:29:50+00:00”,“2026-05-24T00:00:00+00:00”,no-confidence;no-trust-level
30_wiki/concepts/ai-short-drama-ice-fire-scripting-compass.md,concepts,8547,ai-short-drama-ice-fire-scripting-compass,冰火写本罗盘：AI短剧剧本策划全流程体系,concept,enriched,老顽童,老顽童,0.75,medium,3,False,"yitang, ai-collaboration, product",3,5,2026-06-13,2026-06-14,
30_wiki/concepts/ai-short-drama-platform-policy-comparison.md,concepts,7009,ai-short-drama-platform-policy-comparison,主流短剧平台政策对比：抖音/红果/快手/腾讯/爱奇艺/优酷/芒果,concept,enriched,老顽童,老顽童,0.75,medium,3,False,"yitang, ai-collaboration, product",4,2,2026-06-14,2026-06-14,
30_wiki/concepts/ai-俱乐部人和-ai-协作-五层结构.md,concepts,3134,ai-俱乐部人和-ai-协作-五层结构,AI 俱乐部·人和 AI 协作 — 五层结构,concept,enriched,legacy,pending,,,1,False,,1,0,2026-06-09T14:03:49+00:00,2026-06-09T14:22:09+00:00,no-confidence;no-trust-level
30_wiki/concepts/ai-俱乐部人和-ai-协作-参考案例对比一堂-vs-sql-helper.md,concepts,4206,ai-俱乐部人和-ai-协作-参考案例对比一堂-vs-sql-helper,AI 俱乐部·人和 AI 协作 — 参考案例对比（一堂 vs SQL-Helper）,concept,enriched,legacy,pending,,,1,False,,1,0,2026-06-09T14:03:49+00:00,2026-06-09T14:22:37+00:00,no-confidence;no-trust-level
30_wiki/concepts/aigc文创案例设计课leo文创ip从0到1全流程.md,concepts,6037,aigc文创案例设计课leo文创ip从0到1全流程,AIGC文创案例设计课：Leo文创IP从0到1全流程,concept,draft,legacy,pending,,,1,False,"ai-saas, design",4,0,2026-05-28,2026-06-12,draft;no-confidence;no-trust-level
30_wiki/concepts/aigc设计基础01ai生图原理与提示词基本功.md,concepts,4879,aigc设计基础01ai生图原理与提示词基本功,AIGC设计基础01：AI生图原理与提示词基本功,concept,draft,legacy,pending,,,1,False,"ai-saas, design",5,0,2026-05-28,2026-06-12,draft;no-confidence;no-trust-level
30_wiki/concepts/aigc设计师实操培训01口喷设计范式与电商ai设计全流程.md,concepts,5848,aigc设计师实操培训01口喷设计范式与电商ai设计全流程,AIGC设计师实操培训01：口喷设计范式与电商AI设计全流程,concept,draft,legacy,pending,,,1,False,"ai-saas, design, business-strategy",4,0,2026-05-28,2026-06-12,draft;no-confidence;no-trust-level
30_wiki/concepts/aima-ai思维卡-外部链接归档.md,concepts,2330,aima-ai思维卡-外部链接归档,AIMA AI思维卡 — 外部链接归档,concept,enriched,legacy,pending,,,1,False,healthcare,1,0,2026-05-21,2026-05-22,no-confidence;no-trust-level
30_wiki/concepts/ai单元模型口述蒋老师.md,concepts,12275,ai单元模型口述蒋老师,AI+单元模型口述（蒋老师/磊哥）,concept,enriched,legacy,pending,0.85,,1,False,healthcare,11,7,2026-05-25,2026-05-25,high-conf-low-trust;high-conf-no-trust;no-trust-level
30_wiki/concepts/ai数据理解第一课.md,concepts,4779,ai数据理解第一课,AI数据理解第一课,concept,enriched,legacy,pending,,,1,False,yitang,7,4,2026-06-01,2026-06-01,no-confidence;no-trust-level
30_wiki/concepts/ai时代判断力口述-3.md,concepts,6601,ai时代判断力口述-3,AI时代判断力口述（国帅）,concept,enriched,legacy,pending,0.75,,1,False,ai-saas,11,3,2026-05-25,2026-05-25,no-trust-level
30_wiki/concepts/ai时代判断力口述.md,concepts,4279,ai时代判断力口述-2,AI时代判断力口述,concept,enriched,legacy,pending,,,1,False,healthcare,3,0,2026-05-25,2026-05-28,no-confidence;no-trust-level
30_wiki/concepts/anthropic-官方发布创始人手册打造-ai-原生初创公司.md,concepts,14018,anthropic-官方发布创始人手册打造-ai-原生初创公司,AI 原生创业四阶段模型（Anthropic 创始人手册）,concept,enriched,legacy,欧阳锋,0.8,,1,False,entrepreneur,11,4,2026-05-19,2026-05-19,high-conf-no-trust;no-trust-level
30_wiki/concepts/business-analysis.md,concepts,1375,business-analysis,Business Analysis,concept,draft,legacy,pending,,,1,False,ai-saas,1,0,2026-05-21,2026-05-21,draft;no-confidence;no-trust-level
30_wiki/concepts/business-research-skill-oscar-13-weapon-system.md,concepts,8349,business-research-skill-oscar-13-weapon-system,Business Research Skill — OSCAR 13武器体系 Claude Code 实现,concept,enriched,legacy,黄药师,,high,1,False,['yitang'],14,0,2026-05-04,2026-05-04,no-confidence
30_wiki/concepts/business-validation-models-collaboration.md,concepts,24008,business-validation-models-collaboration,AI 时代的业务验证、商业模式与组织协作,concept,enriched,王语嫣,老顽童,0.65,medium,11,True,"business-strategy, entrepreneur, ai",3,5,2026-06-14,2026-06-14T16:09:18+00:00,theme-source
30_wiki/concepts/concept-ai-native-organization-five-steps.md,concepts,7247,concept-ai-native-organization-five-steps,,concept,draft,legacy,,0.8,,1,False,"ai-native, management",5,4,2026-06-09,,no-title;draft;no-reviewer;high-conf-no-trust;no-trust-level
30_wiki/concepts/concept-five-step-growth-to-barrier-transition.md,concepts,7851,concept-five-step-growth-to-barrier-transition,五步法衔接：什么时候从增长切换到壁垒建设,concept,enriched,legacy,黄药师（Builder体验Producer）,0.85,,2,False,yitang,3,0,2026-06-11,,high-conf-low-trust;high-conf-no-trust;no-trust-level
30_wiki/concepts/concept-mckinsey-issue-tree.md,concepts,10134,concept-mckinsey-issue-tree,Issue Tree：问题树拆解,concept,draft,legacy,pending,,,2,False,"consulting, problem-solving, structured-thinking",4,3,2026-06-11,2026-06-11,draft;no-confidence;no-trust-level
30_wiki/concepts/concept-mckinsey-mece.md,concepts,9962,concept-mckinsey-mece,MECE 原则：相互独立、完全究尽,concept,draft,legacy,pending,,,3,False,"consulting, structured-thinking, business-strategy",4,3,2026-06-11,2026-06-11,draft;no-confidence;no-trust-level
30_wiki/concepts/concept-thousand-people-square.md,concepts,2561,concept-thousand-people-square,千人广场模型：一堂做课背后的统计建模理念,concept,enriched,老顽童,老顽童,0.85,high,1,False,"yitang, education, modeling",4,4,2026-06-14,2026-06-14,
30_wiki/concepts/concept-一堂-business-prediction.md,concepts,9778,concept-一堂-business-prediction,商业预判：15字诀与光谱模型——从拍脑袋到科学决策,concept,deprecated,legacy,pending,,,1,False,"product, yitang",3,2,2026-06-09,2026-06-11,no-confidence;no-trust-level
30_wiki/concepts/concept-一堂-hypothesis-driven-business-methodology.md,concepts,8526,concept-一堂-hypothesis-driven-business-methodology,一堂假设驱动型创业分析方法论,concept,reviewed,legacy,周伯通,,,5,False,"yitang, business-strategy",4,5,2026-06-08,2026-06-09,no-confidence;no-trust-level
30_wiki/concepts/concept-一堂-kernel-iteration.md,concepts,9839,concept-一堂-kernel-iteration,产品内核迭代：从静态到动态的五方向演化,concept,reviewed,legacy,周伯通,,,1,False,"product, yitang",3,2,2026-06-09,2026-06-09,no-confidence;no-trust-level
30_wiki/concepts/concept-一堂-kernel-validation.md,concepts,9081,concept-一堂-kernel-validation,产品内核验证：三维度评估 + 六策略验证,concept,reviewed,legacy,周伯通,,,1,False,"product, yitang",3,3,2026-06-09,2026-06-09,no-confidence;no-trust-level
30_wiki/concepts/concept-一堂-key-assumptions.md,concepts,10659,concept-一堂-key-assumptions,关键假设思维：259工具与假设驱动的创业方法,concept,reviewed,legacy,周伯通,,,1,False,"product, yitang",3,3,2026-06-09,2026-06-09,no-confidence;no-trust-level
30_wiki/concepts/concept-一堂-product-kernel.md,concepts,10068,concept-一堂-product-kernel,产品内核：用户愿意选择你的最小解决方案,concept,reviewed,legacy,周伯通,,,3,False,"product, yitang",3,4,2026-06-09,2026-06-09,no-confidence;no-trust-level
30_wiki/concepts/concept-半肥猫-ai-learning-toolification-methodology.md,concepts,14309,concept-半肥猫-ai-learning-toolification-methodology,半肥猫 AI 学习落地方法论：从听课到造工具的三层递进,concept,draft,legacy,pending,,,3,False,"ai-collaboration, yitang, learning",16,15,2026-06-07,2026-06-13,draft;no-confidence;no-trust-level
30_wiki/concepts/concept-纪浩-ai-collaboration-five-layer.md,concepts,3129,concept-纪浩-ai-collaboration-five-layer,概念：纪浩AI协作五层工作空间法,concept,draft,legacy,pending,,,1,False,"ai-collaboration, yitang",4,2,2026-06-09,2026-06-09,draft;no-confidence;no-trust-level
30_wiki/concepts/concept-纪浩-ai-collaboration-methodology.md,concepts,12065,concept-纪浩-ai-collaboration-methodology,纪浩 AI 协作方法论：从判断到规模复用的五层体系,concept,draft,legacy,pending,,,3,False,"ai-collaboration, yitang",18,11,2026-06-07,2026-06-08,draft;no-confidence;no-trust-level
30_wiki/concepts/contingency-decision-making.md,concepts,4873,contingency-decision-making,,concept,draft,legacy,,,,1,False,,2,2,2026-06-15,,no-title;draft;no-reviewer;no-confidence;no-trust-level
30_wiki/concepts/course-to-skill-conversion.md,concepts,5646,course-to-skill-conversion,,tool,draft,legacy,,,,1,False,,6,3,2026-06-15,,no-title;draft;no-reviewer;no-confidence;no-trust-level
