id,name,folder,duration,status,data_status,summary_status,primary,tags,created_at
6249248,"一堂-项目宣讲会","",03:30:18,4,1,1,医疗系统/合规,"医疗系统/合规|AI/技术|一堂课程|供应链/硬件制造|内部技术/工作讨论",04-09 19:09
6191702,"鑫港湾-业务规划沟通","",10:43,4,1,1,智能药柜/医疗业务,"智能药柜/医疗业务|销售/招商/合作沟通",04-08 13:13
6184804,"药品售卖机-技术方案会议","",01:35:38,4,1,1,AI/技术,"AI/技术|智能药柜/医疗业务|内部技术/工作讨论",04-08 10:22
6167714,"多人-AI开发技术讨论","",21:37,4,1,1,内部技术/工作讨论,"内部技术/工作讨论|智能药柜/医疗业务|AI/技术|供应链/硬件制造",04-07 17:29
6149126,"多人-项目联调问题沟通","",04:54:46,4,1,1,内部技术/工作讨论,"内部技术/工作讨论",04-07 10:41
6124364,"一堂-AI调研方法论","",01:37:13,4,1,1,AI/技术,"AI/技术|一堂课程",04-06 00:28
6107157,"一堂-调研武器库课程","调研课题",03:20:54,4,1,1,AI/技术,"AI/技术|一堂课程",04-04 10:50
6086504,"多人-FD模式解析","商业路径探索",05:08,4,1,1,AI/技术,"AI/技术|商业方法论|内部技术/工作讨论",04-03 12:27
6086372,"超级个体-百万美元架构师","商业路径探索",04:35,4,1,1,商业方法论,"商业方法论|AI/技术",04-03 12:20
6036620,"魏哲-企业效率管理分享","",01:46:07,4,1,1,未分类,"",04-02 00:12
6009986,"智能设备-外卖对接方案讨论","",01:20:40,4,1,1,内部技术/工作讨论,"内部技术/工作讨论",04-01 10:41
5981557,"多人-外卖系统合作讨论","袁总、廖总和我",03:15:35,4,1,1,销售/招商/合作沟通,"销售/招商/合作沟通|智能药柜/医疗业务|供应链/硬件制造|内部技术/工作讨论",03-31 14:50
5947278,"朱总-不良资产处置沟通","",34:03,4,1,1,AI/技术,"AI/技术",03-30 16:42
5927772,"设备优化方案沟通","",13:22,4,1,1,诊所/患者相关,"诊所/患者相关",03-30 10:39
5926497,"多人-硬件合作与产品开发讨论","",15:29,4,1,1,内部技术/工作讨论,"内部技术/工作讨论|供应链/硬件制造|销售/招商/合作沟通",03-30 10:23
5923489,"多人-云巨米系统流程讨论","",37:44,4,1,1,智能药柜/医疗业务,"智能药柜/医疗业务|AI/技术|内部技术/工作讨论",03-30 09:46
5876717,"一堂-商业突破大航海宣讲","",04:01:37,4,1,1,一堂课程,"一堂课程|AI/技术|商业方法论",03-27 21:02
5866961,"设备药物项目沟通","",03:31,4,1,1,诊所/患者相关,"诊所/患者相关",03-27 15:43
5865556,"多人-商标合作洽谈","",05:34,4,1,1,销售/招商/合作沟通,"销售/招商/合作沟通",03-27 15:21
5855922,"20260112 科学销售智能体李蕊.mp4","",22:58,4,1,3,AI/技术,"AI/技术|销售/招商/合作沟通",03-27 12:02
5803507,"活体保鲜柜-技术与市场讨论","",02:44:40,4,1,1,智能药柜/医疗业务,"智能药柜/医疗业务|供应链/硬件制造|销售/招商/合作沟通|内部技术/工作讨论",03-26 09:40
5791149,"一堂-AI智能体协作培训","",05:11:48,4,1,1,AI/技术,"AI/技术|一堂课程",03-25 20:06
5770638,"多人-智能药柜合作会议","",03:11:19,4,1,1,智能药柜/医疗业务,"智能药柜/医疗业务",03-25 13:13
5751662,"一堂-《原则》拆书分享","",01:59:03,4,1,1,一堂课程,"一堂课程",03-24 23:56
5704540,"AI学习范式转型案例分享","",01:01:50,4,1,1,AI/技术,"AI/技术|一堂课程",03-23 22:45
5702796,"AI内容生产案例分享","",01:05:57,4,1,1,AI/技术,"AI/技术|一堂课程|供应链/硬件制造",03-23 21:17
5701097,"一堂-AI操作系统大课","",56:31,4,1,1,AI/技术,"AI/技术|一堂课程|销售/招商/合作沟通",03-23 20:01
5678546,"多人-项目合作沟通","",01:48:35,4,1,1,销售/招商/合作沟通,"销售/招商/合作沟通|医疗系统/合规|供应链/硬件制造",03-23 12:17
5674503,"多人-医疗系统开发讨论","",01:07:09,4,1,1,智能药柜/医疗业务,"智能药柜/医疗业务|医疗系统/合规|内部技术/工作讨论",03-23 10:57
5642463,"AI专家-工作方式复盘","",03:32,4,1,1,AI/技术,"AI/技术|内部技术/工作讨论",03-21 22:49
5642250,"花总-AI制造业应用","",18:31,4,1,1,AI/技术,"AI/技术|一堂课程",03-21 22:31
5642058,"谭代超-AI学习成长案例","",16:29,4,1,1,AI/技术,"AI/技术|一堂课程",03-21 22:14
5641781,"D同学-AI技术落地案例","",19:11,4,1,1,AI/技术,"AI/技术",03-21 21:55
5641459,"AI-个人知识管理转型","",19:51,4,1,1,AI/技术,"AI/技术",03-21 21:35
5640705,"一堂-公司AI转型","",08:58,4,1,1,AI/技术,"AI/技术|一堂课程",03-21 20:43
5640373,"酒店行业-AI标签审核案例","",25:19,4,1,1,AI/技术,"AI/技术",03-21 20:17
5640077,"硬件公司-AI专利落地案例","",25:54,4,1,1,AI/技术,"AI/技术|供应链/硬件制造",03-21 19:50
5639853,"贝壳-云管家AI外呼案例","",15:01,4,1,1,AI/技术,"AI/技术",03-21 19:35
5639044,"龙虾团队-skill创建过程","",08:03,4,1,1,AI/技术,"AI/技术",03-21 18:39
5638948,"AI组织行为学研究","",05:52,4,1,1,AI/技术,"AI/技术",03-21 18:33
5638868,"一堂-官网设计实践","",06:44,4,1,1,AI/技术,"AI/技术|一堂课程",03-21 18:26
5638837,"刘凯-图书AI出版案例","",02:56,4,1,1,AI/技术,"AI/技术|一堂课程",03-21 18:23
5638569,"阿豪-自动选品系统案例","",19:02,4,1,1,AI/技术,"AI/技术",03-21 18:04
5638247,"天漠-室内设计AI应用案例","",17:29,4,1,1,AI/技术,"AI/技术|一堂课程",03-21 17:47
5633019,"一堂-AI操作系统大课","",03:15:08,4,1,1,AI/技术,"AI/技术|一堂课程",03-21 14:00
5623754,"刘兰-学习力分享.mp3","",02:21:07,4,1,1,一堂课程,"一堂课程",03-21 00:14
5600368,"多人-项目合作与AI应用讨论","",40:20,4,1,1,智能药柜/医疗业务,"智能药柜/医疗业务|AI/技术|供应链/硬件制造|销售/招商/合作沟通|内部技术/工作讨论",03-20 11:55
5557835,"多人-医院项目对接会议","鑫港湾袁总需求",15:53,4,1,1,智能药柜/医疗业务,"智能药柜/医疗业务|医疗系统/合规|AI/技术|供应链/硬件制造|内部技术/工作讨论",03-19 13:24
5553176,"多人-医疗系统开发沟通","鑫港湾袁总需求",01:27:55,4,1,1,智能药柜/医疗业务,"智能药柜/医疗业务|医疗系统/合规|供应链/硬件制造|内部技术/工作讨论",03-19 11:16
5512553,"医药项目-系统开发会议","鑫港湾袁总需求",02:52:09,4,1,1,智能药柜/医疗业务,"智能药柜/医疗业务",03-18 13:55
5507305,"多人-药店O2O战略讨论","",34:24,4,1,1,供应链/硬件制造,"供应链/硬件制造|内部技术/工作讨论",03-18 11:36
5485052,"咨询顾问-专业分享","水水拆书",02:48:27,4,1,1,销售/招商/合作沟通,"销售/招商/合作沟通",03-17 20:05
5422235,"多人-医疗系统调研讨论","",59:39,4,1,1,内部技术/工作讨论,"内部技术/工作讨论|医疗系统/合规|智能药柜/医疗业务",03-16 15:02
5404488,"医药公司-医院设备需求沟通","",09:17,4,1,1,智能药柜/医疗业务,"智能药柜/医疗业务|医疗系统/合规",03-16 10:08
5383332,"龙虾-AI原生IM工具演示","",40:38,4,1,1,AI/技术,"AI/技术|一堂课程",03-15 15:45
5290930,"学习力-五项修炼培训","",01:42:57,4,1,1,未分类,"",03-12 20:10
5273087,"一堂-AI龙虾使用分享","",01:48:46,4,1,1,AI/技术,"AI/技术|一堂课程",03-12 14:29
5239048,"债务纠纷-法律咨询","",01:02:04,4,1,1,销售/招商/合作沟通,"销售/招商/合作沟通",03-11 17:51
5234430,"银行起诉-房产纠纷咨询","",23:25,4,1,1,销售/招商/合作沟通,"销售/招商/合作沟通",03-11 16:18
5196211,"学习之美-学习方法分享","",01:11:26,4,1,1,未分类,"",03-10 23:10
5191422,"刘兰-学习力分享","刘澜学习力分享",02:21:08,4,1,1,未分类,"",03-10 20:15
5187706,"一堂-调研武器库课程","",01:38:48,4,1,1,一堂课程,"一堂课程",03-10 18:23
5184804,"刘总-债务处理沟通","",13:56,4,1,1,未分类,"",03-10 17:08
5132055,"多人-医疗行业合规与系统开发讨论","",03:04:57,4,1,1,智能药柜/医疗业务,"智能药柜/医疗业务|内部技术/工作讨论|医疗系统/合规",03-09 19:04
5129381,"民营诊所-PASS系统需求调研","",01:02:57,4,1,1,诊所/患者相关,"诊所/患者相关|智能药柜/医疗业务|AI/技术",03-09 17:48
5060599,"多人-Open Cloud培训","",02:04:18,4,1,1,AI/技术,"AI/技术",03-07 14:20
5046524,"一堂-高阶情报调研课程","",03:12:55,4,1,1,AI/技术,"AI/技术|一堂课程",03-06 21:02
5019929,"多人-医疗系统调研讨论","",01:40:06,4,1,1,医疗系统/合规,"医疗系统/合规|智能药柜/医疗业务|诊所/患者相关|AI/技术|供应链/硬件制造|内部技术/工作讨论",03-06 10:09
5002089,"一堂-AI编程分享会","",01:55:03,4,1,1,AI/技术,"AI/技术|一堂课程",03-05 18:14
4954177,"多人-不良资产处置沟通","",02:05:25,4,1,1,未分类,"",03-04 15:12
4932930,"营销管理-最后一期拆解","",01:55:25,4,1,1,销售/招商/合作沟通,"销售/招商/合作沟通|内部技术/工作讨论",03-03 22:54
4921466,"整机制造产业链-合作沟通","",01:49:41,4,1,1,供应链/硬件制造,"供应链/硬件制造|销售/招商/合作沟通|智能药柜/医疗业务|AI/技术|内部技术/工作讨论",03-03 15:09
4880681,"多人-新港湾投资合作会议","",03:03:16,4,1,1,智能药柜/医疗业务,"智能药柜/医疗业务|销售/招商/合作沟通|内部技术/工作讨论",03-02 13:47
4873420,"公司分立-业务切割会议","",02:08:19,4,1,1,供应链/硬件制造,"供应链/硬件制造|智能药柜/医疗业务|内部技术/工作讨论",03-02 10:42
4850148,"一堂-调研方法论课程","调研课题",02:30:45,4,1,1,一堂课程,"一堂课程",03-01 14:14
4839108,"一堂-高阶建模能力培训","",03:00:55,4,1,1,一堂课程,"一堂课程|AI/技术|内部技术/工作讨论",02-28 21:23
4836407,"饮料生产-工艺与市场会议","饶军饮料合作",55:09,4,1,1,供应链/硬件制造,"供应链/硬件制造|内部技术/工作讨论",02-28 18:21
4805180,"老魏-出海创业分享","",01:51:03,4,1,1,商业方法论,"商业方法论|供应链/硬件制造",02-27 19:49
4785075,"多人-医药合规供应链合作","",03:00:20,4,1,1,智能药柜/医疗业务,"智能药柜/医疗业务",02-27 10:37
4775504,"一堂-增长飞轮培训","",01:13:10,4,1,1,一堂课程,"一堂课程",02-27 00:21
4773225,"一堂-创业案例分享","",01:58:51,4,1,1,一堂课程,"一堂课程|供应链/硬件制造|销售/招商/合作沟通|内部技术/工作讨论",02-26 21:58
4769501,"杜金科-自助棋牌室创业分享","",01:22:11,4,1,1,销售/招商/合作沟通,"销售/招商/合作沟通|一堂课程|内部技术/工作讨论",02-26 18:19
4743831,"苏州科技-to B创业分享","",01:19:48,4,1,1,一堂课程,"一堂课程",02-25 23:37
4738952,"合宙-一堂五步法案例课","",01:45:49,4,1,1,一堂课程,"一堂课程",02-25 19:01
4735648,"一堂-创业案例分享","",01:53:39,4,1,1,一堂课程,"一堂课程",02-25 16:30
4723052,"一堂-最佳实践案例分享","",03:39:42,4,1,1,一堂课程,"一堂课程|供应链/硬件制造",02-25 09:57
4713323,"波特五力模型-商业分析","",02:07:41,4,1,1,未分类,"",02-24 20:00
4701487,"张磊-一堂调研方法课程","",01:40:15,4,1,1,一堂课程,"一堂课程",02-24 11:10
4691307,"一堂-创业案例复盘课","",02:54:32,4,1,1,一堂课程,"一堂课程",02-23 20:57
4687423,"朱总-企业债务重组沟通","",01:54:34,4,1,1,未分类,"",02-23 15:19
4684291,"一堂-单元模型案例分享","",01:55:09,4,1,1,一堂课程,"一堂课程|商业方法论",02-23 10:35
4680453,"一堂-知识管理开源分享","",03:13:51,4,1,1,一堂课程,"一堂课程",02-22 22:52
4679013,"一堂-以太资本创业复盘","",02:25:45,4,1,1,一堂课程,"一堂课程",02-22 19:49
4670703,"华熙生物-抖音操盘案例课","",02:45:01,4,1,1,一堂课程,"一堂课程|商业方法论",02-21 19:04
4659647,"罗明明-轰趴馆创业分享","",02:17:29,4,1,1,一堂课程,"一堂课程",02-19 21:52
4659189,"大表哥-创业经验分享","",01:34:58,4,1,1,未分类,"",02-19 20:16
4641940,"一堂-人生红点课程","",02:16:45,4,1,1,AI/技术,"AI/技术|一堂课程",02-15 18:12
4634648,"一堂-人生红点规划培训","",02:23:58,4,1,1,AI/技术,"AI/技术|一堂课程",02-14 11:31
4624296,"一堂-创业案例分享会","",02:43:51,4,1,1,一堂课程,"一堂课程",02-13 10:48
