id,name,folder,duration,status,data_status,summary_status,tags,topics,created_at,file_path
7962048,"一堂-五步法落地篇","",03:00:39,4,1,1,"一堂 一堂 五步法 落地篇 创业技术框架 商业画布 单元模型 增长周期 战略工具 关键假设 证伪","五步法核心价值：提升商业成功率|落地四阶段：故事版/取舍版/定量版/分工版|常见卡点：场景不清/无优秀案例/不会迭代",06-10 19:18,https://tnoss.itingnao.com/tmp/240745_7962048/atcizur5zmje5qddlcv5up94bxyml1mf.mp3?auth_key=1781413993-l28tc17j4ax2383jel27tzelvxl29cmk-0-df77a3c02eaf15bdc1157dd6a15947ed
7958933,"一堂-商业壁垒课程","一堂五步法",02:12:55,4,1,1,"一堂 一堂 商业壁垒 护城河 网络效应 规模效应 品牌效应 转化成本 技术壁垒","核心内容：商业壁垒六维度解析|重点：网络效应与规模效应差异|目标：构建业务竞争护城河",06-10 17:05,https://tnoss.itingnao.com/tmp/c34d8630-c29f-4643-af96-24cb9e6c802e.mp3?auth_key=1781413993-bwnzr0fml3rryeyj2218zexfcgvthz7y-0-e77d0e87de8bb5d3793d78fa4e423bc2
7950882,"一堂-五步法增长课程","一堂五步法",01:46:59,4,1,1,"一堂 一堂 五步法 增长周期 获客驱动 系统驱动 对抗驱动 单元模型 规模经济 业务公式 科学销售","核心内容：五步法增长周期三阶段解析|关键方法：渠道探索与销售能力构建|核心工具：业务公式与增长模型优化",06-10 14:22,https://tnoss.itingnao.com/tmp/240745_7950882/ynyi8rbyik6wjr72chrlpgrpvs9qp3mr.mp3?auth_key=1781413993-nhg5orqppoba1ccimifq5c4z8p01pe8p-0-4e23038a2d465dd353919ea08a476429
7946945,"一堂-AI落地行动营课程","一堂五步法",02:29:56,4,1,1,"一堂 一堂 AI落地 行动营 单元模型 商业模式 大模型 商业分析 教学Partner 咨询Partner 商业决策","核心工具：单元模型解决商业可行性决策|AI应用：双Partner辅助教学与业务拆解|课程目标：提升商业分析能力与AI落地",06-10 11:52,https://tnoss.itingnao.com/tmp/240745_7946945/2o40eeqno40awncs4nbdba3thwsytoek.mp3?auth_key=1781413993-ujhndxulczw2re9s496j6lfjwuf0a5z0-0-40b119552d3e04ec9eb84fa42169bb50
7939062,"一堂-单元模型课程","一堂五步法",02:15:37,4,1,1,"商场 一堂 一堂 单元模型 商业模式 扭蛋机 盈利性 持续性 规模经济 LTV CAC SKU","建立商业分析审美：六段位模型|15个经典商业误判案例|单元模型动态预判方法",06-10 09:06,https://tnoss.itingnao.com/tmp/8494450c-3028-4dc9-9ec3-4d3e0cdb400d.mp3?auth_key=1781413993-t5itahvhnbelk9p71pkqyzygc50cbw15-0-d8ddc90d6bf8630db95d89153f144347
7931992,"一堂-产品内核课程","一堂五步法",02:25:10,4,1,1,"北京 一堂 一堂 产品内核 五步法 解决方案 用户需求 单元模型 最小解决方案 刻意练习 学练比 L1-L6段位","产品内核定义：用户愿意选择的最小解决方案|核心原则：工具、分层、精准原则|段位划分：L1-L6进阶路径",06-09 19:09,https://tnoss.itingnao.com/tmp/6a80ed72-e90a-485c-8072-e08b8ec0c9b5.mp3?auth_key=1781413993-qb3latgx3hrf3k910itabkrorcbu070h-0-2ec28baeb0776138060948c206c60a91
7923077,"润馨堂-公司债务与发展沟通","",55:13,4,1,1,"杭州 广西 佛山 润馨堂 润馨堂 债务150万 药食同源 电商 渠道为王 贴牌 非遗配方 股东 盒马 沃尔玛","核心问题：公司债务150万，供应商欠款压力大|发展方向：药食同源产品，计划走电商路线|解决方案：引进大股东或彻底退出，解决债务",06-09 14:59,https://tnoss.itingnao.com/tmp/240745_7923077/3gbmx22i9839vt48am6ar6yxpj5umyol.mp3?auth_key=1781413993-ltl5znu8xalws8dynyve7h2al3ityuw4-0-304ecc60c6d27dcd79e33f5964bcfbf1
7908080,"一堂-需求分析课程","一堂五步法",03:00:42,4,1,1,"一堂 一堂 需求分析 五步法 拆推评算 用户场景 问题 单元模型 产品内核 天花板 案例复盘","核心内容：需求分析三要素与四字诀|价值：选择题、设计题、数学题|方法：从模糊到全局动态分析",06-09 08:31,https://tnoss.itingnao.com/tmp/2d2121c0-df75-4648-961c-2dd34246e9a2.mp3?auth_key=1781413993-curu1o25mcey1rahu51vi9acc50yqmqt-0-0127af0584bb735f6d162847ca09f003
7903685,"AI专栏-学习分享","水水拆书",01:52:52,4,1,1,"OpenAI 英伟达 腾讯 AI 大模型 Agent Web Coding 软件3.0 验证系统 判断力 能量 OpenAI 英伟达","AI时代核心能力：定义问题、提供上下文、判断结果|软件范式转变：从代码系统到意图系统|AI产品分水岭：从能生成转向能验证",06-08 20:17,https://tnoss.itingnao.com/tmp/a669254d-1931-4730-974d-3a7c4fd5df2e.mp3?auth_key=1781413993-yemcc7aelx760yv0c6d9cecp7trnfg7j-0-4cbba3cbb6a7d98077d44ed0b75c6e66
7898987,"运营小程序-功能讨论","巨米软件",45:37,4,1,1,"汉中医院 龙城广 新港湾云药房 运营小程序 移动端 用户分成 菜单权限 设备投放商 诊所老板 线上商城 B2C O2O 支付接口","角色权限：设备投放商与诊所老板权限区分|支付结算：统一收款后按月/季分账|开发排期：先接入A病与互联网医院",06-08 16:57,https://tnoss.itingnao.com/tmp/240745_7898987/imknn74yo9ko1fm0tjhvfood2y6ss4ae.mp3?auth_key=1781413993-udcs4mwsrb09gmv6s9xivg545d93ik24-0-e9f147b680bb30d9b9ee5ce3d0e11f75
7887367,"鑫港湾-业务经营会议","",01:15:09,4,1,1,"广州 永州 深圳 鑫港湾科技有限公司 鑫港湾 互联网医院 电子处方 私域流量 全域推广 曝光度 转化率 精细化管理 专利文 服务器","推广策略：全网获客+自动加微信|产品规划：电子处方合规+商城主体|团队要求：全员销售+技术转业务",06-08 12:21,https://tnoss.itingnao.com/tmp/240745_7887367/b0al2bm1ndzd6wwufmlewrfsuk9chgka.mp3?auth_key=1781413993-delwtcghadukrulka9x42dq22g24rz06-0-60a737236b9730d2b1daee3df4769754
7882941,"数字展厅-智能药柜方案沟通","",50:29,4,1,1,"广州从化 贵州 西藏 河南平顶山 粤港澳大湾区 数字展厅 智能药柜 AI技术 空间建模 实时渲染引擎 交钥匙工程 柔性屏 曲面屏 LED屏幕 中控平台","公司业务：数字内容、空间设计等交钥匙工程|智能药柜：自动续方、医保报销、O2O取药|展厅需求：动态展示、科技感、8月前完成",06-08 10:32,https://tnoss.itingnao.com/tmp/240745_7882941/g812eo9itu2782z6f1a87rbhtu003bjo.mp3?auth_key=1781413993-0csv8dambo7rsfvb25fqcyop063ht3kf-0-9aa17f05098aeb2e45bda62f10ac656b
7868555,"一堂-需求分析课程","",02:02:29,4,1,1,"一堂 一堂 需求分析 五步法 拆推评算 用户场景 痛点 市场空间 案例大爆炸 单元模型 产品内核","核心内容：需求分析三要素与四字诀|关键方法：用户拆解与场景推演|价值：避免商业决策底层错误",06-07 14:52,https://tnoss.itingnao.com/tmp/240745_7868555/i5aqwqoghr15do9wn8nxqby0nl7mox0y.mp3?auth_key=1781413993-w99hvzyd0lw7gk3o1fjqri2pxroclx85-0-42b9cf002026fbbc5291351803144883
7867210,"一堂-五步法课程","",02:12:52,4,1,1,"一堂 一堂 五步法 商业分析 平行时空推演 单元模型 规模经济 产品内核 用户画像 壁垒分析 动态预测","核心内容：五步法框架及应用|教学方法：案例推演与模型构建|学习路径：L1-L6段位提升",06-07 12:39,https://tnoss.itingnao.com/tmp/92228c14-8598-48ec-9db4-e2662e7032f3.mp3?auth_key=1781413993-ti9ftxv799sufy97p3sl1nnt81xnzqp6-0-7f0d4d5f3e42a9bc996d372a27666cf1
7849729,"楚门-记笔记方法培训","",01:14:20,4,1,1,"一堂 楚门 记笔记 问题系统 立flag 广泛涉猎 深度洞察 长期迭代 AI partner 刻意练习 一堂","提升笔记质量：增加高质量思考内容|高阶笔记技巧：问题驱动与目标设定|AI时代笔记策略：人机协作提升效率",06-05 23:21,https://tnoss.itingnao.com/tmp/835826f0-1a6f-4bad-93ce-409854bb449f.mp3?auth_key=1781413993-sqfis7hca6xota20qx5czvlti3r9pvfw-0-a974d5acdc27a0747d7dbaf0e5aa5ac5
7848461,"一堂-AI时代清单体笔记","",01:50:29,4,1,1,"一堂 一堂 AI时代 清单体笔记 刻意练习 结构化思维 MECE 知识扫读 剩余脑力 笔记及资产 AI协作","AI时代清单体笔记价值与练习方法|清单体笔记与AI数据关系|交付刻意练习记笔记基本功",06-05 21:00,https://tnoss.itingnao.com/tmp/240745_7848461/jee0rtzazfc3v1hcw1szlkhy6lgxctci.mp3?auth_key=1781413993-fmqcwusaziehrnaawuaxk3dnv555zyf2-0-25539eb3f3621e65fbf3bc496b766d65
7845053,"一堂-关键假设课程","",02:02:58,4,1,1,"一堂 一堂 关键假设 259 Y型创业者 X型创业者 商业底层逻辑 假设驱动 科学创业 精益创业 单元模型","核心内容：关键假设拆解与验证方法|工具框架：259与一堂五步法|案例分析：创业失败与成功案例",06-05 17:31,https://tnoss.itingnao.com/tmp/240745_7845053/w7xdrj6756kb7zb0f4ckupoozlr5naiv.mp3?auth_key=1781413993-5w84wzdenxvbaorv914qm83wcw7sgy80-0-2a4e793b249f6802ebad16c54bf66d9b
7830154,"一堂-商业预判课程","",02:26:40,4,1,1,"青岛 西安 北京 一堂 一堂 商业预判 P型创业者 L型创业者 行业分析 商业模式 五步法 单元模型 Plan B 行业预判","预判重要性：提升创业成功率|核心方法：主动降中局、充分做加法、专业做减法|关键能力：商业/团队/行业预判",06-05 10:56,https://tnoss.itingnao.com/tmp/2bbeadef-11ff-44b2-90af-9e4dcc531831.mp3?auth_key=1781413993-0l04xybdr5sesa0bux1hji3vqvhv8bam-0-91cf875da6975e6660af0049428ca287
7822579,"AI俱乐部-AI协作方法论分享","",02:25:42,4,1,1,"一堂 AI协作 PDCA Skill AB test UI设计 工作空间 双三角模型 Y模型 问题定义 新手心态","核心内容：AI协作流程与方法论|关键工具：Skill、AB test、PDCA|核心观点：从实践中迭代优化",06-05 08:23,https://tnoss.itingnao.com/tmp/81f72a94-257a-4dbe-ad43-be197c0a6e28.mp3?auth_key=1781413993-i38wyhx4nlypqhelbm8m9l2i1gc8b3iq-0-cf1af8712499b57184b90b69d7c4e2c1
7817815,"一堂-AI学习落地分享","",01:55:00,4,1,1,"北京 一堂 一堂 AI学习 AI调研 PRD文档 Skill 转化率黑客 知识库管理 原子化 Markdown 用户画像","AI调研：定目标、找证据、做纠偏|Skill开发：课程转化为可复用工具|知识库：原子化、动态读取、权限管理",06-04 19:59,https://tnoss.itingnao.com/tmp/3857acdf-4667-406f-8a82-23a5febf37b6.mp3?auth_key=1781413993-63bk71fkp1kez0hgnvic7yazjuks8xb7-0-b22952c98bc7cb73d3ad1ad8ceb90863
7793111,"一堂-产品内核迭代课程","",02:43:18,4,1,1,"一堂 一堂 产品内核 五步法 关键转化率 迭代策略 需求进化 量化细化 强化简化 规模经济 案例分析","核心内容：产品内核动态迭代五策略|关键方法：进化/量化/细化/强化/简化|案例应用：调料供应链/立体车库等项目",06-04 08:46,https://tnoss.itingnao.com/tmp/ac1aa330-6512-4f63-a140-7ee46ba50bf6.mp3?auth_key=1781413993-nzg9jtts0ab4y3u14qprfxb3q0pf9be7-0-ad0aae42c544c41345b103ba916e00dc
7787000,"一堂-产品内核验证课","",02:28:21,4,1,1,"一堂 一堂 产品内核 五步法 解决方案 用户需求 关键假设 精益创业 专家访谈 内核验证 最小内核","核心内容：产品内核验证方法与案例|关键原则：不要过早细化未经思考的产品内核|核心工具：聊问查测盘赌六字诀",06-03 19:27,https://tnoss.itingnao.com/tmp/afe70611-d07d-457c-bb2c-3a20efb35f01.mp3?auth_key=1781413993-t3ukztsa4a08vo3twd7t63du71m6hsar-0-ad836f3731b962a143fdba8968681015
7761497,"一堂-产品内核实操课","",02:15:04,4,1,1,"一堂 一堂 产品内核 五步法 L3 用户决策逻辑 关键转化率 独立交付原则 用户视角原则 螺旋拆解原则 强迫取舍原则","核心内容：产品内核定义与实操方法|关键原则：九大原则助内核剥离|案例分析：四大真实案例避坑指南",06-03 08:19,https://tnoss.itingnao.com/tmp/240745_7761497/3ylmh3pwi18chdgn8vu4u5w4jjtwprj2.mp3?auth_key=1781413993-s6g9hcfi7we1lbmiqo6m7ijuwzbjrl8d-0-ddb493074c39fc1e1123c43b1efcc670
7759098,"AI场景落地方法分享","",01:17:06,4,1,1,"澳门 一堂 瑞杰网络 蚂蚁数科 微软 讯飞 AI 场景落地 工作流拆分 数据标注 模型训练 平行上线 ROI 业务建模","核心问题：场景落地难、效果不理想|落地方法：找场景、做判断、做验证、搞开发、慢上线|关键建议：从最小场景切入，先平行后独行",06-02 22:43,https://tnoss.itingnao.com/tmp/240745_7759098/9i7uifwhjig2zp3ptp38fj1xmm7aou53.mp3?auth_key=1781413993-n3saaaluze2qq42tr3gn43gjwdcmnoee-0-91e2b65ad6df1c9dd8ef2f1c4453b338
7756785,"世界发展-偶然与必然讨论","",02:17:45,4,1,1,"京都 中国 四川 汶川 北川 成都 美国 英国 苏门答腊 挪威 趋同学派 基因漂变理论 混沌理论 蝴蝶效应 自组织临界性 超级传播者 错误归因谬误 目的论偏差 叙事偏差 自证预言","世界发展：偶然与必然共同作用|人类认知：倾向归因与简化|应对策略：接受偶然，留有冗余",06-02 20:09,https://tnoss.itingnao.com/tmp/61b9dcfd-ad63-4fa3-a5de-7c901759086a.mp3?auth_key=1781413993-g1nr0eqf1pvrwp5m82dkm5woy02x8q69-0-40a86858da947f03a7e874f343351ca6
7734624,"中医数字化-AI解决方案介绍","",16:04,4,1,1,"马来西亚 安徽 北京 广东 澳门 泰国 法国 新加坡 浙江 新疆 合肥 广州 番禺 亳州 山东 白云区 盐山县 安徽中医药大学第二附属医院 华为 方太 科大讯飞 北京301医院 中山三院 新加坡中华医院 广东药科大学 广东体育学院 中医数字化 AI技术 二类医疗器械软件证 健康状态检测 体质分型 慢病管理 华为鸿蒙生态 医共体 社区健康驿站 智能药房","核心业务：中医数字化整体解决方案|技术优势：10秒500+项健康检测|合作案例：华为、方太、301医院等",06-02 10:12,https://tnoss.itingnao.com/tmp/240745_7734624/7vk4mpf6ekq3hvw25lqjq79w9ztfhf45.mp3?auth_key=1781413993-loosgozlaeu3nr6rwygrlgy2bsm8gojw-0-69ad9f390a6dbfe88ea9b6d015879827
7703261,"多人-机型确定与供应商会议","",20:12,4,1,1,"新盛 心肾 隆来 05080301 05款 08款 巨米 供应商 成本 自负盈亏 健康小屋 windows 安卓","确定机型：05、08、神一、循环新款、健康小屋|资料需求：结构、三维图、波动清单、电子程序|供应商策略：联系新盛、心肾、隆来，比较价格与起做量",06-01 09:43,https://tnoss.itingnao.com/tmp/240745_7703261/x3cc2alpsb28o4scpkcfhmqfg5wod4qq.mp3?auth_key=1781413993-ejdbizs6kvig9wk7begduodhzlji56n8-0-4b9644488490b53ba1df6445fd65d808
7688248,"一堂-数据飞轮培训","",37:31,4,1,1,"一堂 数据飞轮 多轮实验 数据治理 AI RAG 清单力云 L1-L6 AB测试 数据循环 长期主义","数据飞轮：预判识别收集使用反馈治理|AI使用：投喂封装检索配置训练层级|数据治理：合规合法安全，四层风险防护",05-31 10:43,https://tnoss.itingnao.com/tmp/240745_7688248/hcseii5sfe0lnqesbtdvsnax0k5n5nc1.mp3?auth_key=1781413993-n8nrjyynu7fvnp2h6tnxzw5c7jhapfhi-0-3335a1aba5f7f08a403993c6366688dc
7685126,"一堂-AI数据飞轮方法论","",01:24:34,4,1,1,"一堂 一堂 AI数据飞轮 价值预判 数据治理 数据合规 飞轮模型 清单笔记 多轮实验","核心模型：6+1数据飞轮方法论|数据价值：微观教材/中观燃料/宏观护城河|实操建议：护仓思维+清单笔记+多轮实验",05-30 23:15,https://tnoss.itingnao.com/tmp/dd50fa0b-267a-4c18-a5cb-1c6507108743.mp3?auth_key=1781413993-wb346567syasedngqswvl69lgp6mod5m-0-ea92d035683741a3797df0b5a045332f
7683984,"张磊-健康数据管理会议","",23:01,4,1,1,"广西 张磊 健康数据 检验检测数据 拍照识别 医疗数据接口 家庭设备监测 大院处方 小院续方 智能药柜 慢病管理","健康数据管理：存储、识别、接口|分级诊疗：大院处方小院续方|系统功能：字典联想与自动添加",05-30 21:03,https://tnoss.itingnao.com/tmp/a247b329-7173-4cb4-944d-3ed53b8b9bb6.mp3?auth_key=1781413993-7sozlv8etnd0cqpo2qzrcr7m47kvnbny-0-fc8f0b537eca3042ccd638808ea8cd1b
7676884,"一堂-AI数据必修课","AI学习",01:09:22,4,1,1,"一堂 一堂 AI数据 数据资产 RAG 原子化切分 多维度标注 知识库优化 三不变三聚变","建立数据价值体感：个人/业务/公司案例|打破认知傲慢：三不变三聚变解析|构建AI数据体系：从入门到实操框架",05-30 11:33,https://tnoss.itingnao.com/tmp/da16a64c-f901-446d-b654-a0f59f0c1be7.mp3?auth_key=1781413993-86fpniqiv2cbw0zv9ls0fbuzonhfpz3c-0-b179aeed61db23a5855a50c1286f36b8
7672148,"AI数据第一课闲聊篇.mp4","AI学习|客户销售",49:15,4,1,1,"中国大陆地区 一堂 一堂 AI partner 双三角 Y模型 提示词 agent 知识管理 算力成本 学分","AI使用三循环：chatbot、agent、龙虾循环|双三角是AI交付核心模型|一堂AI未来将收费，质量下限有保障",05-30 01:42,https://tnoss.itingnao.com/share/26dc0860-4a71-45d6-a330-fdcd1fd1e2bf.mp4?auth_key=1781413993-esny6a6ltumkt7oexb2vbm8ujprw8z88-0-956f47fab842589b60c369a30c327e25
7639180,"Leo-文创案例设计课","AI学习",02:30:47,4,1,1,"一堂 Leo 文创案例 AI设计 棉花娃娃 表情包 电商设计 白底图 场景图 提示词 豆包","核心内容：Leo文创案例AI设计全流程|重点环节：白底图与场景图制作|关键工具：豆包生成设计素材",05-28 19:30,https://tnoss.itingnao.com/tmp/240745_7639180/83s9a93la2in1eud6bc8s86ywjqj5pgn.mp3?auth_key=1781413993-74pp573b7i2bhi0ggeazxcyax3f4scfd-0-c5d1d62b9e7b8dd4e0ff63dc86be7f5c
7609223,"多人-供应链赋能项目会议","",02:55:33,4,1,1,"广州 深圳 安徽 江苏 白云区 润心堂 温氏集团 供应链赋能 锁鲜柜 冷链 外卖系统 加盟商 品牌方 设备生产 配方 专利 润心堂","项目模式：供应链赋能+分账机制|核心资源：锁鲜技术、外卖系统、专利|合作分工：品牌、生产、资金方协同",05-27 18:42,https://tnoss.itingnao.com/tmp/240745_7609223/4drksr7lxgj3pzmpnu3ecdkrepv1905e.mp3?auth_key=1781413993-y4p3hxsjlesfa3wvg814k9gqhca6w3s0-0-86e0aa79d1a124faeb878e14ebf6c9dc
7580930,"李诞-工作与创作分享","",02:24:43,4,1,1,"李诞 工作本质 交易成本 科斯定理 内容创作 个人IP 短视频 信任资产 脱口秀 风格","工作本质：交易关系，降低交易成本|创作核心：持续输出，积累信任资产|风格形成：天赋+经验，真诚自然",05-26 20:02,https://tnoss.itingnao.com/tmp/240745_7580930/rg8q0h1wsntpuutj2nhbfd1jjf2dxmvf.mp3?auth_key=1781413993-31094bfrjuiefy08qs3shco8zfyf1xsa-0-2936e683f47829721733ae0cfdb2de95
7505843,"张磊-单元模型培训","单元模型",02:04:50,4,1,1,"一堂 张磊 单元模型 AI落地行动营 商业模式 一堂 商业分析 盈利性 持续性 规模经济 动态预测","单元模型：业务视角分析工具，评估盈利性持续性规模经济|三角色：斧子（预判）、尺子（测试）、梯子（增长）|AI工具：教学教练T、咨询教练C，辅助学习与业务拆解",05-23 21:08,https://tnoss.itingnao.com/tmp/240745_7505843/hk08kv2vwpwadtc2debytpqzieuc0p72.mp3?auth_key=1781413993-5p5uk6jeug0tmvf2htpnscptmdpplc4q-0-f05fed268312f755afd3011b27bf2ff8
7490653,"2026-05-22 20:58 录音","",00:32,90,,3,"","",05-22 20:58,https://tnoss.itingnao.com/tmp/240745_7490653/5xnxqlbjt0npczo37y3xzc3xfoih7lan.mp3?auth_key=1781413993-eyk6uoky5i3dskjwl9z5lxrpwfq1i0o1-0-37f17eb11a5f0f342fed18e4829f0f2c
7448908,"多人-硬件故障排查","",27:21,4,1,1,"湖南 广东 江西 湖北 从化 花都 新疆 柳州 广西 南昌 硬件 软件 芯片 烧录 ST ARM 单片机 兼容产品 路径错误 光感","问题：主芯片型号错误、烧录路径错误|方案：更换ST芯片并修正烧录路径|建议：检查光眼频率及兼容性",05-21 16:37,https://tnoss.itingnao.com/tmp/240745_7448908/r5m6guieyf27qmmtvwoafzc0kfc04xf1.mp3?auth_key=1781413993-qnez47msgsa3jjwx28khxth331dotvk4-0-7a1f1341d163a0bb6dafd95cbb17dc24
7444322,"多人-药店运营模式沟通","",19:40,4,1,1,"厦门 广州 美团 药店 运营模式 成本控制 品规 美团 无人药柜 机器人 单元模型 厦门 24小时","模式难点：传统药店与线上模式冲突、决策链条长|关键要素：工程化降本、专注运营、数据化选址|合作探讨：美团支持试点、新模式差异化合作",05-21 15:07,https://tnoss.itingnao.com/tmp/240745_7444322/9q9f7o5m7f2xpjtmkmnfvi9htu4f51ez.mp3?auth_key=1781413993-p77558fbhkx4jwo2a9jcrxb29rv4qe4j-0-41f54a4ed94f07a3ef48c5a355a4ea8a
7422751,"国帅-AI时代判断力分享","AI学习",03:00:12,4,1,1,"上海 一堂 国帅 AI时代 判断力 IPO模型 Web coding 一堂 AI俱乐部 决策 创业 技术团队","核心主题：AI时代判断力的重要性及应用|关键观点：人需守住I/O判断，AI做P|实践建议：判断力产品化与团队协作",05-20 19:59,https://tnoss.itingnao.com/tmp/240745_7422751/fdkfof2rfvpzuhewyikrhs1bhxvscrs2.mp3?auth_key=1781413993-6n1ly9h67rkyz9blfoyyjsyh213cq8yc-0-74bba697b15a180cd49856b52c0ed9d1
